,Drink ID,Name,Category,Alcoholic,Glass,Ingredients,Measure
0,17222,A1,Cocktail,True,cocktail glass,"['Gin', 'Grand Marnier', 'Lemon Juice', 'Grenadine']","['1 3/4 shot ', '1 Shot ', '1/4 Shot', '1/8 Shot']"
1,13501,ABC,Shot,True,shot glass,"['Amaretto', 'Baileys irish cream', 'Cognac']","['1/3 ', '1/3 ', '1/3 ']"
2,17225,Ace,Cocktail,True,martini glass,"['Gin', 'Grenadine', 'Heavy cream', 'Milk', 'Egg White']","['2 shots ', '1/2 shot ', '1/2 shot ', '1/2 shot', '1/2 Fresh']"
3,17837,Adam,Ordinary Drink,True,cocktail glass,"['Dark rum', 'Lemon juice', 'Grenadine']","['2 oz ', '1 oz ', '1 tsp ']"
4,13938,AT&T,Ordinary Drink,True,highball glass,"['Absolut Vodka', 'Gin', 'Tonic water']","['1 oz ', '1 oz ', '4 oz ']"
5,14610,ACID,Shot,True,shot glass,"['151 proof rum', 'Wild Turkey']","['1 oz Bacardi ', '1 oz ']"
6,17833,A. J.,Ordinary Drink,True,cocktail glass,"['Applejack', 'Grapefruit juice']","['1 1/2 oz ', '1 oz ']"
7,17839,Affair,Ordinary Drink,True,highball glass,"['Strawberry schnapps', 'Orange juice', 'Cranberry juice', 'Club soda']","['2 oz ', '2 oz ', '2 oz ', None]"
8,15106,Apello,Other/Unknown,False,collins glass,"['Orange juice', 'Grapefruit juice', 'Apple juice', 'Maraschino cherry']","['4 cl ', '3 cl ', '1 cl ', '1 ']"
9,15266,Avalon,Ordinary Drink,True,highball glass,"['Vodka', 'Pisang Ambon', 'Apple juice', 'Lemon juice', 'Lemonade']","['3 parts', '1 part ', '6 parts ', '1 1/2 part ', None]"
10,17835,Abilene,Ordinary Drink,True,highball glass,"['Dark rum', 'Peach nectar', 'Orange juice']","['1 1/2 oz ', '2 oz ', '3 oz ']"
11,11023,Almeria,Ordinary Drink,True,cocktail glass,"['Dark rum', 'Kahlua', 'Egg white']","['2 oz ', '1 oz ', '1 ']"
12,17228,Addison,Cocktail,True,martini glass,"['Gin', 'Vermouth']","['1 1/2 shot ', '1 1/2 shot ']"
13,17836,Acapulco,Ordinary Drink,True,old-fashioned glass,"['Light rum', 'Triple sec', 'Lime juice', 'Sugar', 'Egg white', 'Mint']","['1 1/2 oz ', '1 1/2 tsp ', '1 tblsp ', '1 tsp ', '1 ', '1 ']"
14,17840,Affinity,Ordinary Drink,True,cocktail glass,"['Scotch', 'Sweet Vermouth', 'Dry Vermouth', 'Orange bitters']","['1 1/2 oz ', '1 oz ', '1 oz ', '2 dashes ']"
15,11046,Applecar,Ordinary Drink,True,cocktail glass,"['Applejack', 'Triple sec', 'Lemon juice']","['1 oz ', '1 oz ', '1 oz ']"
16,17180,Aviation,Cocktail,True,cocktail glass,"['Gin', 'lemon juice', 'maraschino liqueur']","['4.5 cl', '1.5 cl', '1.5 cl']"
17,11014,Alexander,Ordinary Drink,True,cocktail glass,"['Gin', 'Creme de Cacao', 'Light cream', 'Nutmeg']","['1/2 oz ', '1/2 oz white ', '2 oz ', None]"
18,11020,Algonquin,Ordinary Drink,True,cocktail glass,"['Blended whiskey', 'Dry Vermouth', 'Pineapple juice']","['1 1/2 oz ', '1 oz ', '1 oz ']"
19,11021,Allegheny,Ordinary Drink,True,cocktail glass,"['Dry Vermouth', 'Bourbon', 'Blackberry brandy', 'Lemon juice', 'Lemon peel']","['1 oz ', '1 oz ', '1 1/2 tsp ', '1 1/2 tsp ', '1 twist of ']"
20,11055,Artillery,Ordinary Drink,True,cocktail glass,"['Sweet Vermouth', 'Gin', 'Bitters']","['1 1/2 tsp ', '1 1/2 oz ', '2 dashes ']"
21,12560,Afterglow,Cocktail,False,highball glass,"['Grenadine', 'Orange juice', 'Pineapple juice']","['1 part ', '4 parts ', '4 parts ']"
22,12756,Autodafé,Ordinary Drink,True,highball glass,"['Vodka', 'Lime juice', 'Soda water']","['4 cl ', '1 dash ', None]"
23,13162,Afternoon,Coffee / Tea,True,collins glass,"['Kahlua', 'Baileys irish cream', 'Frangelico', 'Coffee', 'Cream']","['1 cl ', '1 cl ', '1 1/2 ', '4 cl hot ', None]"
24,13332,B-53,Shot,True,collins glass,"['Kahlua', 'Sambuca', 'Grand Marnier']","['1/3 shot ', '1/3 shot ', '1/3 shot ']"
25,15853,B-52,Shot,True,shot glass,"['Baileys irish cream', 'Grand Marnier', 'Kahlua']","['1/3 ', '1/3 ', '1/4 ']"
26,17254,Bijou,Cocktail,True,cocktail glass,"['Orange Bitters', 'Green Chartreuse', 'Gin', 'Sweet Vermouth']","['1 dash', '1 oz', '1 oz', '1 oz']"
27,11149,Boxcar,Ordinary Drink,True,old-fashioned glass,"['Gin', 'Triple sec', 'Lemon juice', 'Grenadine', 'Egg white']","['1 1/2 oz ', '1 oz ', '1 tsp ', '1/2 tsp ', '1 ']"
28,13222,Big Red,Shot,True,shot glass,"['Irish cream', 'Goldschlager']","['1/2 oz ', '1/2 oz ']"
29,17195,Bellini,Ordinary Drink,True,champagne flute,"['Champagne', 'Peach schnapps']","['6 oz ', '1 oz ']"
30,17210,Bramble,Ordinary Drink,True,old-fashioned glass,"['Gin', 'lemon juice', 'Sugar syrup', 'Creme de Mure']","['4 cl', '1.5 cl', '1 cl', '1.5 cl']"
31,11060,Balmoral,Ordinary Drink,True,cocktail glass,"['Scotch', 'Sweet Vermouth', 'Dry Vermouth', 'Bitters']","['1 1/2 oz ', '1/2 oz ', '1/2 oz ', '2 dashes ']"
32,11120,Bluebird,Ordinary Drink,True,cocktail glass,"['Gin', 'Triple sec', 'Blue Curacao', 'Bitters', 'Maraschino cherry', 'Lemon peel']","['1 1/2 oz ', '1/2 oz ', '1/2 oz ', '2 dashes ', '1 ', '1 twist of ']"
33,178310,Brooklyn,Cocktail,True,cocktail glass,"['Rye Whiskey', 'Dry Vermouth', 'Maraschino Liqueur', 'Angostura Bitters', 'Maraschino Cherry']","['2 oz', '1 oz', '1/4 oz', '3 dashes', '1']"
34,11124,Boomerang,Ordinary Drink,True,cocktail glass,"['Gin', 'Dry Vermouth', 'Bitters', 'Maraschino liqueur', 'Maraschino cherry']","['2 oz ', '1/2 oz ', '2 dashes ', '1/2 tsp ', '1 ']"
35,12572,Bora Bora,Cocktail,False,highball glass,"['Pineapple juice', 'Passion fruit juice', 'Lemon juice', 'Grenadine']","['10 cl ', '6 cl ', '1 cl ', '1 cl ']"
36,17209,Barracuda,Ordinary Drink,True,margarita glass,"['Rum', 'Galliano', 'Pineapple Juice', 'Lime Juice', 'Prosecco']","['4.5 cl', '1.5 cl', '6 cl', ' 1 dash', 'top up ']"
37,17035,Buccaneer,Beer,True,beer pilsner,"['Corona', 'Bacardi Limon']","['1 ', '1 shot ']"
38,17825,Brigadier,Cocktail,True,coupe glass,"['Hot Chocolate', 'Green Chartreuse', 'Cherry Heering']","['4 oz', '1 oz', '1 oz']"
39,178311,Broadside,Cocktail,True,highball glass,"['151 proof rum', 'Scotch', 'Bitters', 'Wormwood', 'Ice', '', '']","['1 shot', '1/2 shot', '3 drops', '1 Fresh', 'cubes', '', '']"
40,11106,Blackthorn,Ordinary Drink,True,cocktail glass,"['Sweet Vermouth', 'Sloe gin', 'Lemon peel']","['1 oz ', '1 1/2 oz ', '1 twist of ']"
41,13395,Bob Marley,Shot,True,shot glass,"['Midori melon liqueur', 'Jägermeister', 'Goldschlager']","['1/2 oz ', '1/2 oz ', '1/2 oz ']"
42,14730,Bubble Gum,Shot,True,shot glass,"['Vodka', 'Banana liqueur', 'Orange juice', 'Peach schnapps']","['1/4 ', '1/4 ', '1/4 ', '1/4 ']"
43,16986,Bible Belt,Other/Unknown,True,highball glass,"['Southern Comfort', 'Triple sec', 'Lime', 'Sour mix']","['2 oz ', '1/2 oz ', '2 wedges ', '2 oz ']"
44,17120,Brain Fart,Punch / Party Drink,True,punch bowl,"['Everclear', 'Vodka', 'Mountain Dew', 'Surge', 'Lemon juice', 'Rum']","['1 fifth ', '1 fifth Smirnoff red label ', '2 L ', '2 L ', '1 small bottle ', '1 pint ']"
45,11113,Bloody Mary,Ordinary Drink,True,old-fashioned glass,"['Vodka', 'Tomato juice', 'Lemon juice', 'Worcestershire sauce', 'Tabasco sauce', 'Lime']","['1 1/2 oz ', '3 oz ', '1 dash ', '1/2 tsp ', '2-3 drops ', '1 wedge ']"
46,11117,Blue Lagoon,Ordinary Drink,True,highball glass,"['Vodka', 'Blue Curacao', 'Lemonade', 'Cherry']","['1 oz ', '1 oz ', None, None]"
47,11129,Boston Sour,Ordinary Drink,True,old-fashioned glass,"['Blended whiskey', 'Lemon', 'Powdered sugar', 'Egg white', 'Lemon', 'Cherry']","['2 oz ', 'Juice of 1/2 ', '1 tsp ', '1 ', '1 slice ', '1 ']"
48,17185,Casino,Ordinary Drink,True,cocktail glass,"['Gin', 'Maraschino liqueur', 'Lemon juice', 'Orange bitters', 'Cherry']","['2 oz ', '1/4 tsp ', '1/4 tsp ', '2 dashes ', '1 ']"
49,11202,Caipirinha,Ordinary Drink,True,old-fashioned glass,"['Sugar', 'Lime', 'Cachaca']","['2 tsp', '1 ', '2 1/2 oz ']"
50,11239,Cherry Rum,Ordinary Drink,True,cocktail glass,"['Light rum', 'Cherry brandy', 'Light cream']","['1 1/4 oz ', '1 1/2 tsp ', '1 tblsp ']"
51,11288,Cuba Libre,Ordinary Drink,True,highball glass,"['Light rum', 'Lime', 'Coca-Cola']","['2 oz ', 'Juice of 1/2 ', None]"
52,13751,Cuba Libra,Ordinary Drink,True,highball glass,"['Dark rum', 'Lime', 'Coca-Cola', 'Ice']","['1-2 shot ', 'Squeeze ', 'Fill with ', None]"
53,14181,Cafe Savoy,Coffee / Tea,True,coffee mug,"['Coffee', 'Milk', 'Triple sec', 'Brandy']","[None, '1/2 oz ', '1/2 oz ', None]"
54,14608,Cream Soda,Cocktail,True,highball glass,"['Spiced rum', 'Ginger ale']","['1 oz ', None]"
55,17830,Corn n Oil,Cocktail,True,old-fashioned glass,"['Lime', 'Falernum', 'Angostura Bitters', 'Añejo rum', 'blackstrap rum']","['1/2', '1/3 oz', '2 dashes', '1 oz', '1 oz']"
56,11222,Casa Blanca,Ordinary Drink,True,cocktail glass,"['Light rum', 'Triple sec', 'Lime juice', 'Maraschino liqueur']","['2 oz ', '1 1/2 tsp ', '1 1/2 tsp ', '1 1/2 tsp ']"
57,17186,Clover Club,Ordinary Drink,True,cocktail glass,"['Gin', 'Grenadine', 'Lemon', 'Egg white']","['1 1/2 oz ', '2 tsp ', 'Juice of 1/2 ', '1 ']"
58,17135,Citrus Coke,Soft Drink / Soda,True,highball glass,"['Bacardi Limon', 'Coca-Cola']","['1 part ', '2 parts ']"
59,11242,Chicago Fizz,Ordinary Drink,True,highball glass,"['Light rum', 'Port', 'Lemon', 'Powdered sugar', 'Egg white', 'Carbonated water']","['1 oz ', '1 oz ', 'Juice of 1/2 ', '1 tsp ', '1 ', None]"
60,11251,City Slicker,Ordinary Drink,True,cocktail glass,"['Brandy', 'Triple sec', 'Lemon juice']","['2 oz ', '1/2 oz ', '1 tblsp ']"
61,12800,Coffee-Vodka,Homemade Liqueur,True,collins glass,"['Water', 'Sugar', 'Coffee', 'Vanilla', 'Vodka', 'Caramel coloring']","['2 cups ', '2 cups white ', '1/2 cup instant ', '1/2', '1 1/2 cup', None]"
62,13206,Caipirissima,Ordinary Drink,True,collins glass,"['Lime', 'Sugar', 'White rum', 'Ice']","['2 ', '2 tblsp ', '2-3 oz ', 'crushed ']"
63,16047,Campari Beer,Beer,True,beer mug,"['Lager', 'Campari']","['1 bottle ', '1 1/2 cl ']"
64,17196,Cosmopolitan,Cocktail,True,cocktail glass,"['Absolut Citron', 'Lime juice', 'Cointreau', 'Cranberry juice']","['1 1/4 oz ', '1/4 oz ', '1/4 oz ', '1/4 cup ']"
65,11224,Casino Royale,Ordinary Drink,True,old-fashioned glass,"['Gin', 'Lemon juice', 'Maraschino liqueur', 'Orange bitters', 'Egg yolk']","['2 oz ', '1/2 oz ', '1 tsp ', '1 dash ', '1 ']"
66,11255,Clove Cocktail,Ordinary Drink,True,cocktail glass,"['Sweet Vermouth', 'Sloe gin', 'Wine']","['1 oz ', '1/2 oz ', '1/2 oz Muscatel ']"
67,12798,Coffee Liqueur,Homemade Liqueur,True,collins glass,"['Coffee', 'Vanilla extract', 'Sugar', 'Vodka', 'Water']","['10 tblsp instant ', '4 tblsp ', '2 1/2 cups ', '1 qt ', '2 1/2 cups ']"
68,13328,Chocolate Milk,Shot,True,shot glass,"['Chocolate liqueur', 'Milk', 'Amaretto']","['1/2 shot ', '1/2 shot ', '1 dash ']"
69,17108,Coke and Drops,Soft Drink / Soda,False,cocktail glass,"['Coca-Cola', 'Lemon juice']","['1 dl ', '7 drops ']"
70,12734,Chocolate Drink,Cocoa,False,coffee mug,"['Chocolate', 'Milk', 'Water']","['125 gr', '3/4 L ', None]"
71,12808,Creme de Menthe,Homemade Liqueur,True,collins glass,"['Sugar', 'Water', 'Grain alcohol', 'Peppermint extract', 'Food coloring']","['8 cups ', '6 cups ', '1 pint ', '1 oz pure ', '1 tblsp green ']"
72,17187,Derby,Ordinary Drink,True,cocktail glass,"['gin', 'Peach Bitters', 'Mint']","['6 cl', '2 dashes', '2 Fresh leaves']"
73,13128,Diesel,Beer,True,pint glass,"['Lager', 'Cider', 'Blackcurrant cordial']","['1/2 pint ', '1/2 pint ', '1 dash ']"
74,11006,Daiquiri,Ordinary Drink,True,cocktail glass,"['Light rum', 'Lime', 'Powdered sugar']","['1 1/2 oz ', 'Juice of 1/2 ', '1 tsp ']"
75,15409,Danbooka,Coffee / Tea,True,coffee mug,"['Coffee', 'Everclear']","['3 parts ', '1 part ']"
76,11320,Dragonfly,Ordinary Drink,True,highball glass,"['Gin', 'Ginger ale', 'Lime']","['1 1/2 oz ', '4 oz ', '1 ']"
77,16991,Downshift,Punch / Party Drink,True,hurricane glass,"['Fruit punch', 'Sprite', 'Tequila', '151 proof rum']","['2 part ', '1 part ', '2 shots ', 'Float Bacardi ']"
78,11324,Dry Rob Roy,Ordinary Drink,True,cocktail glass,"['Scotch', 'Dry Vermouth', 'Lemon peel']","['2 1/2 oz ', '1 1/2 tsp ', '1 twist of ']"
79,11005,Dry Martini,Cocktail,True,cocktail glass,"['Gin', 'Dry Vermouth', 'Olive']","['1 2/3 oz ', '1/3 oz ', '1 ']"
80,14466,Dirty Nipple,Shot,True,shot glass,"['Kahlua', 'Sambuca', 'Baileys irish cream']","[None, None, None]"
81,17181,Dirty Martini,Cocktail,True,cocktail glass,"['Vodka', 'Dry Vermouth', 'Olive Brine', 'Lemon', 'Olive']","['70ml/2fl oz', '1 tbsp', '2 tbsp', '1 wedge', '1']"
82,14482,Darkwood Sling,Soft Drink / Soda,True,cocktail glass,"['Cherry Heering', 'Soda water', 'Orange juice', 'Ice']","['1 part ', '1 part ', '1 part ', 'cubes']"
83,17177,Dark Caipirinha,Cocktail,True,highball glass,"['demerara Sugar', 'Lime', 'Cachaca']","['2 tsp ', '1', '2 1/2 oz']"
84,17182,Duchamp's Punch,Cocktail,True,old-fashioned glass,"['Pisco', 'Lime Juice', 'Pineapple Syrup', 'St. Germain', 'Angostura Bitters', 'Pepper', 'Lavender']","['5 cl', '2.5 cl', '2.5 cl', '1.5 cl', '2 Dashes', 'Pinch', '2 sprigs']"
85,17211,Dark and Stormy,Ordinary Drink,True,highball glass,"['Dark Rum', 'Ginger Beer']","['5 cl', '10 cl']"
86,13194,Damned if you do,Shot,True,shot glass,"['Whiskey', 'Hot Damn']","['0.75 oz ', '0.25 oz ']"
87,11326,Dubonnet Cocktail,Ordinary Drink,True,cocktail glass,"['Dubonnet Rouge', 'Gin', 'Bitters', 'Lemon peel']","['1 1/2 oz ', '3/4 oz ', '1 dash ', '1 twist of ']"
88,12668,Egg Cream,Other/Unknown,False,coffee mug,"['Chocolate syrup', 'Milk', 'Soda water']","['2 tblsp ', '6 oz whole ', '6 oz ']"
89,12910,Egg Nog #4,Punch / Party Drink,True,punch bowl,"['Egg yolk', 'Sugar', 'Milk', 'Light rum', 'Bourbon', 'Vanilla extract', 'Salt', 'Whipping cream', 'Egg white', 'Sugar', 'Nutmeg']","['6 ', '1/4 cup ', '2 cups ', '1/2 cup ', '1/2 cup ', '1 tsp ', '1/4 tsp ', '1 cup ', '6 ', '1/4 cup ', 'Ground ']"
90,11338,English Highball,Ordinary Drink,True,highball glass,"['Brandy', 'Gin', 'Sweet Vermouth', 'Carbonated water', 'Lemon peel']","['3/4 oz ', '3/4 oz ', '3/4 oz ', None, None]"
91,17212,Espresso Martini,Cocktail,True,cocktail glass,"['Vodka', 'Kahlua', 'Sugar syrup']","['5 cl', '1 cl', '1 dash']"
92,178309,Espresso Rumtini,Cocktail,True,cocktail glass,"['Rum', 'Vanilla syrup', 'Espresso', 'Coffee']","['1 shot', '1/2 shot', '1 shot', '1 shot']"
93,12916,Egg Nog - Healthy,Punch / Party Drink,True,collins glass,"['Egg', 'Sugar', 'Condensed milk', 'Milk', 'Vanilla extract', 'Rum', 'Nutmeg']","['1/2 cup ', '3 tblsp ', '13 oz skimmed ', '3/4 cup skimmed ', '1 tsp ', '1 tsp ', '\n']"
94,11339,English Rose Cocktail,Ordinary Drink,True,cocktail glass,"['Apricot brandy', 'Gin', 'Dry Vermouth', 'Grenadine', 'Lemon juice', 'Cherry']","['3/4 oz ', '1 1/2 oz ', '3/4 oz ', '1 tsp ', '1/4 tsp ', '1 ']"
95,12914,Egg-Nog - Classic Cooked,Punch / Party Drink,True,pitcher,"['Egg', 'Sugar', 'Salt', 'Milk', 'Vanilla extract']","['6 ', '1/4 cup ', '1/4 tsp ', '1 qt ', '1 tsp ']"
